126.614 115.918
123.494 112.055
124.273 115.139
140.523 112.608
176.411 102.869
204.684 99.765
205.656 86.379
202.322 63.942
207.676 55.495
210.466 41.427
216.390 26.278
219.517 27.728
221.718 33.720
242.498 52.283
271.196 80.033
288.921 109.333
302.133 137.837
313.319 153.052
310.861 161.225
293.899 168.840
281.836 187.818
269.150 214.241
245.089 232.331
215.844 241.712
183.435 238.230
160.006 227.325
157.616 218.786
162.844 216.987
163.336 218.730
161.472 221.220
161.575 212.294
179.612 202.184
194.065 201.446
192.908 198.532
195.776 196.882
198.054 199.520
188.655 201.528
175.556 211.252
175.881 221.050
189.995 207.243
207.894 174.149
234.917 146.448
258.068 142.004
261.237 140.969
259.309 134.522
261.279 136.718
269.235 155.508
284.884 191.401
306.961 221.749
333.701 236.554
356.060 246.032
363.809 252.199
353.194 233.107
325.283 195.237
312.248 168.146
314.994 160.345
301.269 173.957
269.494 183.957
232.943 176.821
224.510 153.811
245.422 130.327
257.213 125.101
248.714 117.671
242.981 104.476
234.593 90.399
215.271 87.117
202.284 112.055
191.321 126.782
187.225 122.947
192.593 128.117
195.627 149.976
189.910 186.397
189.585 224.360
186.806 256.069
174.580 273.561
164.515 277.574
159.852 278.582
173.927 280.462
196.815 281.160
212.908 286.298
222.405 293.934
226.274 307.032
227.672 323.623
227.667 329.103
214.908 326.974
188.938 319.360
175.032 308.851
162.432 297.046
136.669 277.117
122.175 245.082
114.814 201.508
104.925 167.240
103.739 160.664
97.421 177.270
80.615 194.575
60.254 184.761
43.462 171.681
37.426 173.997
35.732 174.522
47.267 187.509
341.313 226.335
312.342 216.747
281.711 211.971
272.214 207.103
273.918 201.269
268.696 203.864
257.577 215.546
256.645 220.436
261.392 211.894
249.392 197.116
229.312 186.884
221.579 180.825
223.271 173.260
224.354 172.064
227.040 168.704
232.178 146.140
218.970 112.266
198.216 95.284
191.719 113.525
191.623 145.000
187.522 172.804
178.422 202.851
169.639 234.223
159.208 263.327
146.937 285.338
136.932 296.409
127.981 299.729
120.967 295.753
117.228 282.327
114.495 258.039
105.638 227.861
89.601 203.265
70.135 186.525
48.181 170.851
32.290 161.363
27.392 158.376
25.561 159.029
25.600 158.428
30.389 147.278
33.064 140.550
29.550 141.108
44.359 140.495
67.820 136.868
70.954 134.655
80.760 140.730
102.933 147.037
107.966 150.297
105.976 153.433
116.469 144.630
132.658 117.412
143.987 92.550
147.578 90.094
151.160 84.493
149.896 57.966
141.626 39.404
130.250 32.613
118.492 28.930
113.121 29.181
123.466 30.746
159.115 47.780
186.160 85.053
189.597 117.407
190.400 133.100
190.090 138.687
189.906 139.185
190.888 139.249
191.185 139.460
190.752 138.550
193.149 130.670
192.669 119.818
201.056 118.754
221.112 120.741
244.617 123.046
277.969 130.302
302.982 142.728
313.189 144.578
312.992 124.548
310.318 114.493
326.865 111.509
354.537 104.965
368.366 107.565
367.982 120.477
357.692 152.156
354.301 180.230
362.957 189.346
363.930 195.043
362.429 198.310
360.614 197.195
350.052 193.835
340.677 198.563
333.945 214.346
323.529 234.498
315.346 261.220
310.898 292.498
305.492 325.317
297.980 352.519
294.958 363.746
294.427 365.599
288.151 366.176
282.105 365.888
318.180 29.515
320.665 18.099
321.757 16.374
318.785 20.533
315.662 25.016
311.290 26.448
308.278 32.382
311.354 36.229
313.830 37.109
313.377 39.591
312.984 39.787
312.268 40.342
311.975 40.135
313.402 39.375
312.586 47.121
309.060 59.576
309.148 66.412
309.019 66.525
307.698 66.527
300.106 62.638
286.177 45.554
279.340 35.105
278.288 29.378
281.259 21.666
285.599 24.159
274.951 30.372
248.346 28.971
229.085 23.896
218.514 30.893
196.984 40.913
164.525 39.487
139.727 34.125
126.267 33.801
123.490 38.805
124.430 41.721
123.283 43.666
